XMM-CFHTLS 110860              02:25:12.50  -06:23:01.32  0.204  P   CFHTLS:[DAC2011] W1-2332       02:25:11.14  -06:22:49.40  0.290  kettula+15            2015MNRAS.451.1460K     0.692   0.386   1.970   1.095   2.750   1.535   3.321   1.853   1.109   0.362   2.261   0.874   3.173   1.324
SL J0225.3-0441                02:25:24.50  -04:40:42.00  0.264  N   RzCS 262                       02:25:24.50  -04:40:42.00  0.260  hamana+09             2009PASJ...61..833H     1.061   0.379   2.843   1.021   4.029   1.443   4.714   1.686   1.460   0.289   3.003   0.722   4.231   1.111
SL J0225.4-0414                02:25:30.60  -04:14:19.00  0.142  N   CFHTLS_CL J022531-041418       02:25:30.60  -04:14:19.00  0.140  hamana+09             2009PASJ...61..833H     0.662   0.160   1.629   0.386   2.243   0.543   2.657   0.643   1.011   0.147   1.929   0.332   2.618   0.486
CFHTLS c101-w1                 02:25:37.20  -09:46:30.00  0.340  NA  NA NA                          NA           NA            NA     shan+12               2012ApJ...748...56S     0.392   0.065   1.046   0.173   1.547   0.255   1.817   0.300   0.818   0.084   1.567   0.188   2.130   0.273
SL J0225.7-0312                02:25:43.20  -03:12:36.00  0.140  N   SL J0225.7-0312                02:25:43.20  -03:12:36.00  0.140  hamana+09             2009PASJ...61..833H     1.008   0.273   2.571   0.693   3.600   0.971   4.271   1.157   1.331   0.203   2.683   0.495   3.742   0.751
SL2S J02254-0737               02:25:46.12  -07:37:38.47  0.511  N   SL2S J02254-0737_GROUP         02:25:46.10  -07:37:38.00  0.511  limousin+09           2009A%26A...502..445L   0.186   0.186   0.415   0.415   0.657   0.657   0.790   0.790   0.376   0.376   0.753   0.753   1.129   1.129
CFHTLS c97-w1                  02:25:49.20  -05:53:45.60  0.290  NA  NA NA                          NA           NA            NA     shan+12               2012ApJ...748...56S     0.185   0.041   0.469   0.103   0.681   0.149   0.802   0.175   0.472   0.070   0.836   0.140   1.094   0.194
CFHTLS c104-w1                 02:25:53.52  -10:59:31.20  0.290  P   CFHTLS:[DAC2011] W1-2396       02:25:54.07  -10:59:24.00  0.400  shan+12               2012ApJ...748...56S    10.994   0.667  35.576   2.159  56.352   3.420  68.664   4.167   5.067   0.124  14.254   0.434  24.104   0.828
CFHTLS c103-w1                 02:27:08.40  -11:03:28.80  0.270  NA  NA NA                          NA           NA            NA     shan+12               2012ApJ...748...56S     0.047   0.038   0.110   0.090   0.156   0.128   0.182   0.149   0.163   0.101   0.256   0.173   0.317   0.223
CFHTLS:[GS2007] Cl-03          02:27:25.90  -04:32:15.00  0.286  N   RzCS 124                       02:27:25.90  -04:32:15.00  0.307  gavazzi&07            2007A%26A...462..459G   0.538   0.246   1.204   0.550   1.903   0.870   2.417   1.105   0.862   0.274   1.724   0.548   2.586   0.822
CFHTLS c99-w1                  02:27:33.60  -07:27:43.20  0.510  NA  NA NA                          NA           NA            NA     shan+12               2012ApJ...748...56S     1.624   0.351   4.922   1.063   7.615   1.645   8.833   1.908   2.170   0.245   4.926   0.675   7.317   1.101
CFHTLS:[GS2007] Cl-07          02:27:39.90  -04:51:29.00  0.292  N   RzCS 180                       02:27:39.90  -04:51:29.00  0.290  gavazzi&07            2007A%26A...462..459G   0.232   0.119   0.518   0.265   0.820   0.420   1.039   0.532   0.489   0.176   0.979   0.352   1.468   0.528
SL J0228.1-0450                02:28:07.20  -04:50:24.00  0.295  N   SL J0228.1-0450                02:28:07.20  -04:50:24.00  0.290  hamana+09             2009PASJ...61..833H     1.294   0.546   3.543   1.500   5.100   2.157   5.971   2.521   1.677   0.379   3.555   0.984   5.088   1.546
CFHTLS c114-w1                 02:28:21.12  -09:13:33.60  0.370  NA  NA NA                          NA           NA            NA     shan+12               2012ApJ...748...56S     0.816   0.158   2.291   0.443   3.449   0.667   4.056   0.784   1.335   0.148   2.784   0.367   3.951   0.564
SL J0228.4-0425                02:28:27.56  -04:25:50.00  0.433  N   RzCS 142                       02:28:27.56  -04:25:50.00  0.433  hamana+09             2009PASJ...61..833H     1.064   0.402   3.014   1.143   4.357   1.650   5.014   1.893   1.600   0.331   3.342   0.843   4.747   1.309
CFHTLS c105-w1                 02:28:47.76  -05:35:20.40  0.290  NA  NA NA                          NA           NA            NA     shan+12               2012ApJ...748...56S     1.034   0.078   2.885   0.218   4.332   0.327   5.168   0.390   1.480   0.062   3.165   0.159   4.551   0.249
CFHTLS c115-w1                 02:29:11.76  -08:54:03.60  0.270  NA  NA NA                          NA           NA            NA     shan+12               2012ApJ...748...56S     1.570   0.208   4.463   0.592   6.749   0.895   8.106   1.075   1.872   0.131   4.203   0.356   6.205   0.576
CFHTLS c116-w1                 02:29:25.20  -08:50:27.60  0.280  P   MaxBCG J037.35465-08.84076     02:29:25.12  -08:50:26.80  0.200  shan+12               2012ApJ...748...56S     0.026   0.055   0.061   0.127   0.085   0.177   0.099   0.206   0.103   0.167   0.154   0.273   0.188   0.343
CFHTLS c108-w1                 02:29:25.92  -04:48:57.60  0.300  NA  NA NA                          NA           NA            NA     shan+12               2012ApJ...748...56S     0.078   0.029   0.189   0.069   0.270   0.099   0.315   0.116   0.247   0.066   0.404   0.120   0.509   0.159
CFHTLS c112-w1                 02:30:09.84  -07:32:09.60  0.360  NA  NA NA                          NA           NA            NA     shan+12               2012ApJ...748...56S     1.093   0.214   3.114   0.610   4.713   0.923   5.563   1.089   1.587   0.171   3.424   0.444   4.947   0.698
400d 0230+1836                 02:30:26.60  +18:36:22.00  0.800  N   400d J0230+1836                02:30:26.60  +18:36:22.00  0.799  israel+12             2012A%26A...546A..79I   2.940   1.487   7.993   4.041  11.897   6.015  13.207   6.677   3.484   0.882   7.641   2.377  11.138   3.968
CFHTLS c106-w1                 02:30:38.88  -04:59:27.60  0.320  NA  NA NA                          NA           NA            NA     shan+12               2012ApJ...748...56S     0.943   0.688   2.636   1.922   3.962   2.890   4.700   3.428   1.421   0.582   3.009   1.474   4.305   2.292
CFHTLS c107-w1                 02:30:52.80  -04:51:18.00  0.340  NA  NA NA                          NA           NA            NA     shan+12               2012ApJ...748...56S     0.088   0.038   0.217   0.094   0.312   0.135   0.363   0.157   0.278   0.086   0.459   0.159   0.582   0.211
CFHTLS c110-w1                 02:31:14.88  -05:34:19.20  0.490  NA  NA NA                          NA           NA            NA     shan+12               2012ApJ...748...56S     0.070   0.029   0.176   0.073   0.255   0.106   0.290   0.121   0.251   0.077   0.408   0.138   0.513   0.182
CFHTLS c125-w1                 02:31:36.48  -09:33:43.20  0.630  NA  NA NA                          NA           NA            NA     shan+12               2012ApJ...748...56S     1.159   0.687   3.535   2.096   5.482   3.251   6.260   3.713   1.906   0.618   4.160   1.624   6.048   2.576
CFHTLS c121-w1                 02:31:42.00  -07:47:24.00  0.330  NA  NA NA                          NA           NA            NA     shan+12               2012ApJ...748...56S     0.633   0.125   1.732   0.343   2.584   0.511   3.050   0.603   1.114   0.130   2.251   0.311   3.145   0.468
XMM-CFHTLS 111180              02:31:42.46  -04:52:53.04  0.185  P   ABELL 362                      02:31:47.30  -04:51:21.00  0.184  kettula+15            2015MNRAS.451.1460K     2.779   0.656   8.540   2.015  12.250   2.890  15.038   3.548   2.462   0.285   5.915   0.838   9.073   1.421
CFHTLS c119-w1                 02:34:06.00  -04:43:40.80  0.490  NA  NA NA                          NA           NA            NA     shan+12               2012ApJ...748...56S     0.095   0.032   0.243   0.083   0.354   0.120   0.404   0.137   0.319   0.077   0.532   0.145   0.677   0.193
CFHTLS c126-w1                 02:34:33.36  -10:28:19.20  0.260  P   CFHTLS:[DAC2011] W1-3188       02:34:33.62  -10:28:36.50  0.380  shan+12               2012ApJ...748...56S     0.326   0.047   0.844   0.121   1.235   0.178   1.467   0.211   0.692   0.063   1.297   0.137   1.744   0.197
CFHTLS c124-w1                 02:34:40.56  -09:50:06.00  0.230  NA  NA NA                          NA           NA            NA     shan+12               2012ApJ...748...56S     2.019   0.363   5.763   1.037   8.728   1.571  10.581   1.904   2.115   0.194   4.884   0.546   7.324   0.902
CFHTLS c123-w1                 02:34:45.12  -08:48:03.60  0.370  NA  NA NA                          NA           NA            NA     shan+12               2012ApJ...748...56S     0.551   0.092   1.511   0.252   2.256   0.376   2.645   0.441   1.041   0.104   2.073   0.244   2.875   0.364
ABELL 370                      02:39:53.25  -01:34:37.84  0.375  N   ABELL 370                      02:39:50.49  -01:35:08.20  0.375  applegate+14          2014MNRAS.439...48A     6.444   0.967  16.124   2.419  23.304   3.496  26.974   4.046   4.364   0.357  10.244   0.974  15.503   1.591
Abell 383                      02:48:03.40  -03:31:44.90  0.187  N   ABELL 383                      02:48:02.00  -03:32:15.00  0.187  umetsu+15b            2015arXiv150704385U     2.773   0.628   5.871   1.727   7.970   2.657   9.302   3.292   2.588   0.476   5.090   1.103   7.013   1.718
MACS J0257.1-2325              02:57:09.09  -23:26:03.90  0.505  N   MACS J0257-2325                02:57:09.15  -23:26:05.80  0.505  applegate+14          2014MNRAS.439...48A     5.170   1.317  12.937   3.295  18.697   4.762  21.237   5.409   4.135   0.591   9.391   1.554  13.952   2.483
MS 0302+17_CIN                 03:05:18.00  +17:28:38.00  0.420  N   MCXC J0305.3+1728              03:05:18.20  +17:28:24.00  0.425  gavazzi+04            2004A%26A...422..407G   1.156   0.395   2.586   0.883   4.088   1.396   5.014   1.712   1.527   0.356   3.055   0.711   4.582   1.067
MS 0302+17_CIS                 03:05:31.00  +17:10:16.00  0.420  N   Cl 0302+1658                   03:05:31.70  +17:10:03.00  0.424  gavazzi+04            2004A%26A...422..407G   0.574   0.302   1.284   0.675   2.031   1.068   2.490   1.309   0.939   0.348   1.877   0.696   2.816   1.044
MS 0302+17_CIE                 03:06:19.00  +17:18:34.00  0.420  N   GHO 0303+1706                  03:06:18.69  +17:18:03.30  0.420  gavazzi+04            2004A%26A...422..407G   0.478   0.268   1.068   0.599   1.689   0.947   2.071   1.162   0.826   0.330   1.652   0.659   2.477   0.989
MACS J0329.7-0211              03:29:41.56  -02:11:46.10  0.450  N   MACS J0329.6-0211              03:29:41.50  -02:11:46.00  0.450  umetsu+15b            2015arXiv150704385U     3.271   0.636   6.484   1.365   8.621   1.963   9.611   2.274   3.183   0.416   5.963   0.915   8.020   1.390
ABELL 3128                     03:30:16.50  -52:33:57.00  0.058  N   ABELL 3128                     03:30:00.70  -52:35:46.00  0.060  mccleary+15           2015ApJ...805...40M     2.750   0.407   7.660   1.132  11.500   1.700  14.484   2.141   2.314   0.258   5.506   0.454   8.398   0.751
ACT-CL J0330-5227              03:30:57.00  -52:28:14.00  0.440  P   XMMXCS J0330.8-5228            03:30:49.70  -52:28:36.50  0.440  mccleary+15           2015ApJ...805...40M     2.175   0.676   6.640   2.063  10.300   3.200  12.093   3.757   2.460   0.377   5.794   1.014   8.784   1.795
RCS J0337-2844                 03:37:50.40  -28:44:28.00  1.100  N   RCS J0337-2844                 03:37:50.40  -28:44:28.00  1.100  sereno&13             2013MNRAS.434..878S     1.144   0.511   5.022   4.710   8.314  11.290   9.099  12.707   2.590   0.725   6.715   3.682  11.204   8.641
ABELL 3192                     03:58:42.55  -29:54:30.00  0.168  N   ABELL 3192                     03:58:42.55  -29:54:30.00  0.168  hamilton-morris+12    2012ApJ...748L..23H     1.492   0.231   4.140   0.642   6.208   0.963   7.599   1.179   1.731   0.143   3.857   0.385   5.670   0.619
RXC J0358.8-2955               03:58:54.40  -29:55:32.00  0.425  P   MACS J0358.8-2955              03:58:54.40  -29:55:32.00  0.425  hamilton-morris+12    2012ApJ...748L..23H     0.169   0.140   0.438   0.363   0.640   0.531   0.738   0.612   0.472   0.266   0.831   0.531   1.085   0.732
Cl 0412-65                     04:12:54.70  -65:50:58.00  0.510  N   CL 0412-65                     04:12:54.70  -65:50:57.60  0.510  smail+97              1997ApJ...479...70S     0.162   0.162   0.416   0.416   0.606   0.606   0.690   0.690   0.467   0.320   0.817   0.634   1.064   0.870
ABELL 478                      04:13:25.60  +10:28:01.00  0.088  N   ABELL 478                      04:13:25.60  +10:28:01.00  0.088  okabe+15              2015arXiv150304412O     0.928   0.450   3.540   1.249   6.137   2.469   8.570   3.726   1.299   0.228   3.350   0.731   5.359   1.353
MACS J0416.1-2403              04:16:08.38  -24:04:20.80  0.396  N   MACS J0416.1-2403              04:16:09.90  -24:03:58.00  0.420  umetsu+15b            2015arXiv150704385U     2.191   0.525   6.812   1.512  10.693   2.589  12.772   3.235   2.438   0.304   5.806   0.774   8.858   1.383
MACS J0417.5-1154              04:17:34.32  -11:54:26.65  0.443  N   MACS J0417.5-1154              04:17:34.91  -11:54:34.20  0.440  applegate+14          2014MNRAS.439...48A     8.463   1.587  21.176   3.970  30.605   5.738  35.059   6.574   5.245   0.529  12.524   1.470  19.138   2.427
Abell 3261                     04:29:15.30  -60:19:31.98  0.216  N   ABELL 3261                     04:29:15.35  -60:19:31.70  NA     melchior+15           2015MNRAS.449.2219M     1.661   0.667   4.702   1.887   7.100   2.850   8.623   3.461   1.883   0.397   4.262   1.087   6.319   1.767
MACS J0429.6-0253              04:29:36.05  -02:53:06.10  0.399  N   MACS J0429.6-0253              04:29:36.00  -02:53:08.00  0.399  umetsu+15b            2015arXiv150704385U     2.831   0.695   6.820   2.091   9.725   3.487  11.197   4.272   2.873   0.561   6.003   1.324   8.529   2.167
RX J0437.1+0043                04:37:10.10  +00:43:38.00  0.285  N   MCXC J0437.1+0043              04:37:10.10  +00:43:38.00  0.285  dahle06               2006ApJ...653..954D     1.504   1.066   3.617   2.563   5.154   3.652   6.020   4.265   1.807   0.787   3.679   1.825   5.158   2.718
RX J0439.0+0715                04:39:01.20  +07:15:36.00  0.230  N   MCXC J0439.0+0715              04:39:01.19  +07:15:36.10  0.230  dahle06               2006ApJ...653..954D     4.145   2.106   9.753   4.955  13.792   7.006  16.202   8.231   3.231   0.944   7.127   2.402  10.421   3.765
RCS J0439-2904                 04:39:38.00  -29:04:55.00  0.950  N   RCS J0439-2904                 04:39:38.00  -29:04:55.20  0.951  sereno&13             2013MNRAS.434..878S     1.127   0.297   2.245   0.838   2.941   1.317   3.143   1.470   1.828   0.400   3.037   1.108   3.837   1.645
MS 0440.5+0204                 04:43:09.90  +02:10:19.00  0.190  N   MCXC J0443.1+0210              04:43:09.71  +02:10:18.70  0.190  hoekstra+15           2015MNRAS.449..685H     0.900   0.500   2.100   1.100   2.949   1.517   3.500   1.800   1.237   0.389   2.406   0.885   3.296   1.299
MACS J0451.9+0006              04:51:54.68  +00:06:18.52  0.429  N   MACS J0451.9+0006              04:51:54.40  +00:06:19.00  0.430  applegate+14          2014MNRAS.439...48A     2.525   1.145   6.318   2.865   9.132   4.141  10.482   4.753   2.637   0.703   5.667   1.736   8.171   2.675
[SST10] J0454.0-0308           04:54:00.60  -03:08:32.00  0.260  NA  NA NA                          NA           NA            NA     schirmer+10           2010A%26A...514A..60S   0.386   0.303   0.664   0.522   0.839   0.659   0.936   0.735   0.612   0.354   0.930   0.594   1.135   0.727
ABELL 521                      04:54:07.41  -10:13:24.29  0.247  N   ABELL 521                      04:54:09.10  -10:14:19.00  0.253  applegate+14          2014MNRAS.439...48A     3.230   0.775   8.082   1.940  11.680   2.803  13.831   3.319   2.787   0.380   6.233   0.983   9.182   1.554
MS 0451.6-0305                 04:54:11.44  -03:00:50.76  0.538  N   MCXC J0454.1-0300              04:54:11.13  -03:00:53.80  0.550  applegate+14          2014MNRAS.439...48A     3.994   1.623   9.994   4.060  14.443   5.868  16.337   6.637   3.632   0.847   8.036   2.161  11.768   3.394
Abell 520                      04:54:10.10  +02:55:18.00  0.199  N   ABELL 520                      04:54:18.99  +02:56:48.80  0.199  hoekstra+15           2015MNRAS.449..685H     3.500   0.700   8.800   1.700  12.749   2.500  15.300   3.000   2.804   0.282   6.417   0.786   9.573   1.290
SPT-CL J0509-5342              05:09:21.00  -53:42:18.00  0.463  N   SPT-CL J0509-5342              05:09:20.64  -53:42:18.00  0.463  gruen+14              2014MNRAS.442.1507G     1.626   0.597   4.900   1.800   7.566   2.779   8.836   3.246   2.117   0.407   4.817   1.123   7.163   1.832
SPT-CL J0516-5430              05:16:35.52  -54:30:22.32  0.294  N   SPT-CL J0516-5430              05:16:35.52  -54:30:21.60  0.295  high+12               2012ApJ...758...68H     2.105   0.760   6.192   2.235   9.478   3.421  11.382   4.108   2.236   0.410   5.230   1.167   7.899   1.940
RX J0522.2-3625                05:22:15.48  -36:24:56.10  0.472  N   400d J0522-3624                05:22:14.20  -36:25:04.00  0.472  hoekstra+11           2011ApJ...726...48H     0.830   0.365   2.404   1.057   3.660   1.609   4.248   1.868   1.428   0.358   2.998   0.896   4.270   1.383
[AWM2009] Cluster-2            05:22:17.00  -48:20:10.00  0.296  N   DLSCL J0522.2-4820             05:22:17.00  -48:20:10.00  0.296  abate+09              2009ApJ...702..603A     0.837   0.186   1.857   0.413   2.571   0.571   2.965   0.659   1.223   0.180   2.263   0.373   3.025   0.524
SPT 0528-5300                  05:28:04.80  -52:58:55.60  0.710  N   SPT-CL J0528-5300              05:28:04.08  -53:00:00.00  0.700  mcinnes+09            2009MNRAS.399L..84M     1.228   0.918   3.822   2.857   5.971   4.463   6.769   5.060   2.063   0.838   4.533   2.220   6.614   3.537
SPT-CL J0551-5709              05:51:36.00  -57:09:22.00  0.423  N   SPT-CL J0551-5709              05:51:36.48  -57:09:21.60  0.423  gruen+14              2014MNRAS.442.1507G     2.233   0.821   6.800   2.500  10.539   3.875  12.406   4.561   2.473   0.457   5.840   1.316   8.869   2.204
MACS J0647.7+7015              06:47:50.27  +70:14:55.00  0.584  N   MACS J0647.8+7015              06:47:50.47  +70:14:54.90  0.591  umetsu+15b            2015arXiv150704385U     3.683   0.970   9.427   2.493  13.824   4.177  15.685   4.998   3.668   0.640   7.992   1.413  11.608   2.381
1E 0657-56                     06:58:35.30  -55:56:56.29  0.296  N   Bullet Cluster                 06:58:31.10  -55:56:49.00  0.296  melchior+15           2015MNRAS.449.2219M     3.083   1.261   9.269   3.792  14.300   5.850  17.220   7.044   2.746   0.541   6.716   1.624  10.406   2.790
MACS J0717.5+3745              07:17:32.63  +37:44:59.70  0.548  N   MACS J0717+3745                07:17:30.93  +37:45:29.70  0.546  umetsu+15b            2015arXiv150704385U     3.368   0.857  14.835   2.822  26.566   5.319  32.268   6.734   3.266   0.361   9.308   0.882  15.878   1.648
ABELL 586                      07:32:22.00  +31:37:47.00  0.171  N   ABELL 586                      07:32:22.00  +31:37:47.00  0.171  okabe&15              2015arXiv150704493O     3.300   0.929   7.300   1.600  10.400   2.950  12.714   4.021   2.610   0.520   5.710   0.937   8.312   1.548
ZwCl 0740.4+1740               07:43:23.20  +17:33:40.00  0.111  N   ZwCl 0740.4+1740               07:43:16.88  +17:32:49.20  0.111  okabe+10              2010PASJ...62..811O     1.050   0.671   4.687   2.998   8.086   5.171  10.740   6.868   1.125   0.386   2.906   0.952   4.654   1.870
MACS J0744.9+3927              07:44:52.82  +39:27:26.90  0.686  N   MACS J0744.9+3927              07:44:52.47  +39:27:27.30  0.698  umetsu+15b            2015arXiv150704385U     4.264   1.007  11.837   2.786  17.902   4.925  20.252   5.888   4.145   0.676   9.533   1.464  14.262   2.533
Abell 611                      08:00:56.82  +36:03:23.60  0.288  N   ABELL 611                      08:00:58.90  +36:02:50.00  0.288  umetsu+15b            2015arXiv150704385U     4.109   0.915  10.695   2.641  15.719   4.478  18.680   5.688   3.315   0.536   7.632   1.213  11.424   2.072
400d 0809+2811                 08:09:41.00  +28:11:58.00  0.400  N   400d J0809+2811                08:09:41.00  +28:11:58.00  0.399  israel+12             2012A%26A...546A..79I   2.698   0.931   6.751   2.330   9.756   3.368  11.248   3.883   2.704   0.504   5.861   1.206   8.489   2.027
ABELL 664                      08:24:50.02  +04:26:12.60  0.228  N   ABELL 664                      08:24:50.02  +04:26:12.60  NA     watanabe+11           2011PASJ...63..357W     1.974   0.798   5.599   2.216   8.732   3.530  10.618   4.293   2.615   0.571   5.811   1.521   8.530   2.431
ZwCl 0823.2+0425               08:25:57.80  +04:14:47.50  0.225  N   ZwCl 0823.2+0425               08:25:59.30  +04:15:47.00  0.225  okabe+10              2010PASJ...62..811O     1.770   0.468   5.918   1.566   9.169   2.427  11.206   2.966   1.483   0.274   3.493   0.506   5.295   0.936
RX J0826.1+2625                08:26:09.45  +26:25:03.10  0.351  N   MCXC J0826.1+2625              08:26:06.40  +26:25:47.00  0.351  hoekstra+11           2011ApJ...726...48H     0.080   0.210   0.198   0.519   0.284   0.747   0.330   0.866   0.261   0.496   0.428   0.905   0.542   1.198
ABELL 665                      08:30:45.20  +65:52:55.00  0.182  N   ABELL 665                      08:30:45.19  +65:52:55.30  0.182  pedersen&07           2007ApJ...667...26P     2.827   1.596   8.186   4.621  12.461   7.035  15.308   8.643   2.480   0.685   5.971   2.020   9.168   3.431
ABELL 689                      08:37:25.40  +14:58:58.80  0.279  N   ABELL 689                      08:37:25.40  +14:58:59.00  0.279  okabe+10              2010PASJ...62..811O     0.196   0.098   1.021   0.507   1.870   0.929   2.414   1.200   0.537   0.140   1.258   0.374   1.903   0.564
RX J0841.1+6422                08:41:07.65  +64:22:26.00  0.342  N   400d J0841+6422                08:41:07.40  +64:22:43.00  0.342  hoekstra+11           2011ApJ...726...48H     0.940   0.370   2.659   1.046   4.013   1.580   4.748   1.869   1.437   0.318   3.054   0.808   4.377   1.257
ZwCl 0839.9+2937               08:42:56.10  +29:27:25.70  0.194  N   NSC J084254+292723             08:42:55.90  +29:27:26.00  0.194  okabe+10              2010PASJ...62..811O     1.465   0.409   2.640   0.738   3.279   0.916   3.656   1.022   1.118   0.197   1.838   0.394   2.326   0.500
ABELL 697                      08:42:56.70  +36:21:45.00  0.282  N   ABELL 697                      08:42:56.70  +36:21:45.00  0.282  okabe&15              2015arXiv150704493O     1.971   0.836   7.800   1.407  13.957   2.857  18.314   4.364   2.050   0.172   5.698   0.588   9.557   1.130
RX J0847.1+3449                08:47:11.79  +34:48:51.80  0.560  N   MCXC J0847.1+3449              08:47:11.30  +34:49:16.00  0.560  hoekstra+11           2011ApJ...726...48H     2.550   0.825   8.099   2.620  12.744   4.123  14.751   4.772   2.868   0.458   6.897   1.347  10.584   2.285
RDCS J0848+4453                08:48:34.20  +44:53:35.00  1.270  N   Lynx W                         08:48:34.20  +44:53:35.00  1.270  sereno&13             2013MNRAS.434..878S     0.365   0.193   1.393   1.116   2.204   2.537   2.386   2.822   1.427   0.583   3.227   2.553   4.383   5.157
RDCS J0849+4452                08:48:56.20  +44:52:00.00  1.260  N   Lynx E                         08:48:56.20  +44:52:00.00  1.261  sereno&13             2013MNRAS.434..878S     0.717   0.286   2.095   0.797   3.198   1.736   3.468   1.970   1.844   0.386   3.619   1.534   4.893   2.699
MACS J0850.1+3604              08:50:06.99  +36:04:20.45  0.378  N   ZwCl 0847.2+3617               08:50:12.00  +36:03:36.00  0.378  applegate+14          2014MNRAS.439...48A     7.135   2.071  17.853   5.183  25.802   7.491  29.850   8.666   4.620   0.726  10.939   2.000  16.636   3.286
SL J0850.5+4512                08:50:31.70  +45:12:12.00  0.194  N   NSC J085029+451141             08:50:31.70  +45:12:11.60  0.190  hamana+09             2009PASJ...61..833H     0.803   0.331   2.043   0.843   2.857   1.171   3.357   1.386   1.178   0.282   2.318   0.666   3.193   0.994
SDSS J0851+3331                08:51:38.86  +33:31:06.10  0.370  NA  NA NA                          NA           NA            NA     oguri+12              2012MNRAS.420.3213O     3.694   0.980   6.489   1.721   8.259   2.191   9.123   2.420   3.327   0.294   5.866   0.821   7.662   1.349
XMM-CFHTLS 210010              08:52:15.74  -05:33:54.36  0.189  P   MCXC J0852.2-0532              08:52:15.40  -05:32:57.00  0.192  kettula+15            2015MNRAS.451.1460K     2.386   0.702   7.270   2.140  10.400   3.060  12.738   3.748   2.272   0.335   5.363   0.964   8.141   1.614
XMM-CFHTLS 210970              08:52:16.20  -01:01:33.60  0.459  P   CFHTLS:[DAC2011] W2-0180       08:52:15.74  -01:03:29.90  0.500  kettula+15            2015MNRAS.451.1460K     3.203   1.446  10.650   4.800  15.800   7.130  18.558   8.375   3.058   0.660   7.545   2.000  11.754   3.458
XMM-CFHTLS 210630              08:54:13.30  -02:20:59.64  0.368  P   CFHTLS:[DAC2011] W2-0271       08:54:08.69  -02:21:28.40  0.350  kettula+15            2015MNRAS.451.1460K     1.287   1.037   3.960   3.195   5.690   4.585   6.723   5.417   1.758   0.766   3.881   2.036   5.677   3.251
SL2S J08544-0121               08:54:46.55  -01:21:37.26  0.351  N   SL2S J08544-0121_GROUP         08:54:46.50  -01:21:37.00  0.351  limousin+09           2009A%26A...502..445L   0.668   0.371   1.494   0.829   2.362   1.311   2.945   1.635   1.006   0.397   2.013   0.794   3.019   1.191
RXC J0856.1+3756               08:56:12.69  +37:56:15.00  0.411  N   MCXC J0856.1+3756              08:56:08.50  +37:56:52.00  0.411  foex+12               2012A%26A...546A.106F   2.074   0.373   5.200  10.000   7.500   1.350   8.632   1.554   2.327   0.249   4.925   0.605   7.043   0.923
XMM-CFHTLS 210020              08:58:38.62  -05:25:15.96  0.100  P   CFHTLS:[DAC2011] W2-0504       08:58:31.85  -05:29:49.90  0.230  kettula+15            2015MNRAS.451.1460K     0.408   0.299   1.090   0.800   1.500   1.100   1.837   1.347   0.748   0.343   1.429   0.761   1.941   1.105
ZwCl 0857.9+2107               09:00:37.90  +20:54:58.00  0.235  N   ZwCl 0857.9+2107               09:00:37.90  +20:54:58.00  0.230  okabe&15              2015arXiv150704493O     0.557   0.829   1.729   1.207   3.771   1.536   5.314   2.386   0.861   0.140   2.458   0.497   4.195   0.981
PSZ1 G230.73+27.70             09:01:30.00  -01:39:18.00  0.294  P   WHL J090130.7-013917           09:01:30.70  -01:39:17.00  0.308  gruen+14              2014MNRAS.442.1507G     1.725   0.535   5.000   1.550   7.614   2.360   9.124   2.828   2.001   0.323   4.565   0.894   6.798   1.461
XMM-CFHTLS 210740              09:01:39.53  -01:58:47.64  0.314  P   SL2S J09013-0158_GROUP         09:01:39.50  -01:58:52.00  0.296  kettula+15            2015MNRAS.451.1460K     1.651   0.720   5.060   2.210   7.310   3.190   8.728   3.809   1.972   0.451   4.478   1.240   6.651   2.019
ABELL 750                      09:09:12.65  +10:58:34.74  0.163  N   ABELL 750                      09:09:06.72  +11:01:47.80  0.180  applegate+14          2014MNRAS.439...48A     3.134   1.014   7.842   2.537  11.333   3.667  13.655   4.418   2.636   0.483   5.925   1.255   8.754   1.991
ABELL 754                      09:09:08.40  -09:39:58.00  0.054  N   ABELL 754                      09:09:08.40  -09:39:58.00  0.054  okabe&08              2008PASJ...60..345O     0.859   1.132   2.238   2.950   3.281   4.325   4.086   5.386   1.183   0.824   2.452   2.029   3.469   3.257
RX J0910.6+4248                09:10:40.53  +42:49:59.10  0.576  N   MCXC J0910.6+4248              09:10:39.70  +42:48:41.00  0.576  hoekstra+11           2011ApJ...726...48H     0.580   0.380   1.682   1.102   2.562   1.679   2.931   1.920   1.205   0.471   2.429   1.118   3.389   1.680
RDCS J0910+5422                09:10:45.00  +54:22:08.00  1.110  N   RDCS J0910+5422                09:10:45.00  +54:22:08.00  1.110  sereno&13             2013MNRAS.434..878S     1.224   0.221   2.500   0.724   3.328   1.217   3.549   1.358   2.061   0.348   3.469   1.003   4.425   1.551
MACS J0911.2+1746              09:11:10.87  +17:46:31.38  0.505  N   MACS J0911.2+1746              09:11:11.28  +17:46:31.90  0.505  applegate+14          2014MNRAS.439...48A     4.341   1.302  10.862   3.259  15.698   4.710  17.831   5.349   3.746   0.639   8.377   1.651  12.340   2.611
